Data Science Salary 2021 to 2023
work_year;experience_level;employment_type;job_title;salary_in_usd;company_location;company_size;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Machine Learning Software Engineer;272000;US;M;;
2023;SE;FT;Machine Learning Software Engineer;170000;US;M;;
2023;SE;FT;Data Engineer;259000;US;M;;
2023;SE;FT;Data Engineer;146000;US;M;;
2023;SE;FT;Data Engineer;200000;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Analyst;142000;US;M;;
2023;SE;FT;Data Analyst;95000;US;M;;
2023;SE;FT;Data Scientist;155000;US;M;;
2023;SE;FT;Data Scientist;139500;US;M;;
2023;SE;FT;Data Engineer;259000;US;M;;
2023;SE;FT;Data Engineer;146000;US;M;;
2023;SE;FT;Data Science Lead;247500;US;M;;
2023;SE;FT;Data Science Lead;172200;US;M;;
2023;SE;FT;Data Scientist;225000;US;M;;
2023;SE;FT;Data Scientist;156400;US;M;;
2023;SE;FT;Data Engineer;139500;US;M;;
2023;SE;FT;Data Engineer;109400;US;M;;
2023;SE;FT;Machine Learning Infrastructure Engineer;107309;FR;M;;
2023;SE;FT;Machine Learning Infrastructure Engineer;75116;FR;M;;
2023;SE;FT;Data Scientist;185900;US;M;;
2023;SE;FT;Data Scientist;129300;US;M;;
2023;SE;FT;Machine Learning Engineer;139500;US;M;;
2023;SE;FT;Machine Learning Engineer;109400;US;M;;
2023;SE;FT;Data Analyst;120000;US;M;;
2023;SE;FT;Data Analyst;75000;US;M;;
2023;SE;FT;Data Analyst;169000;US;M;;
2023;SE;FT;Data Analyst;110600;US;M;;
2023;SE;FT;Machine Learning Engineer;288000;US;M;;
2023;SE;FT;Machine Learning Engineer;140000;US;M;;
2023;SE;FT;Machine Learning Engineer;288000;US;M;;
2023;SE;FT;Machine Learning Engineer;140000;US;M;;
2023;SE;FT;Data Scientist;215050;US;M;;
2023;SE;FT;Data Scientist;156400;US;M;;
2023;SE;FT;Data Architect;198000;US;M;;
2023;SE;FT;Data Architect;114000;US;M;;
2023;SE;FT;Machine Learning Engineer;204500;US;M;;
2023;SE;FT;Machine Learning Engineer;142200;US;M;;
2023;SE;FT;Data Scientist;209300;US;M;;
2023;SE;FT;Data Scientist;182200;US;M;;
2023;SE;FT;Data Manager;140000;US;M;;
2023;SE;FT;Data Manager;120000;US;M;;
2023;SE;FT;Machine Learning Engineer;147100;US;M;;
2023;SE;FT;Machine Learning Engineer;90700;US;M;;
2023;SE;FT;Data Engineer;230000;US;M;;
2023;SE;FT;Data Engineer;170000;US;M;;
2023;SE;FT;Data Analyst;227000;US;M;;
2023;SE;FT;Data Analyst;108000;US;M;;
2023;SE;FT;Data Engineer;180000;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Architect;180000;US;M;;
2023;SE;FT;Data Architect;160000;US;M;;
2023;SE;FT;Data Engineer;180000;US;M;;
2023;SE;FT;Data Engineer;130000;US;M;;
2023;SE;FT;Data Analyst;55800;ES;M;;
2023;SE;FT;Data Analyst;51508;ES;M;;
2023;SE;FT;Data Engineer;226700;US;M;;
2023;SE;FT;Data Engineer;133300;US;M;;
2023;SE;FT;Data Architect;180000;US;M;;
2023;SE;FT;Data Architect;115000;US;M;;
2023;SE;FT;Data Architect;200000;US;M;;
2023;SE;FT;Data Architect;115000;US;M;;
2023;SE;FT;Data Science Manager;231250;US;M;;
2023;SE;FT;Data Science Manager;138750;US;M;;
2023;SE;FT;Machine Learning Engineer;284310;US;M;;
2023;SE;FT;Machine Learning Engineer;153090;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Engineer;75000;US;M;;
2023;SE;FT;Data Science Lead;225900;US;M;;
2023;SE;FT;Data Science Lead;156400;US;M;;
2023;SE;FT;Data Engineer;250000;US;M;;
2023;SE;FT;Data Engineer;162500;US;M;;
2023;SE;FT;Machine Learning Engineer;318300;US;M;;
2023;SE;FT;Machine Learning Engineer;188800;US;M;;
2023;SE;FT;Data Analyst;385000;US;M;;
2023;SE;FT;Data Analyst;60000;US;M;;
2023;SE;FT;Data Scientist;145000;US;M;;
2023;SE;FT;Data Scientist;135000;US;M;;
2023;SE;FT;Data Analyst;180180;US;M;;
2023;SE;FT;Data Analyst;106020;US;M;;
2023;SE;FT;Data Analyst;93919;US;M;;
2023;SE;FT;Data Analyst;51962;US;M;;
2023;SE;FT;Data Engineer;241871;US;M;;
2023;SE;FT;Data Engineer;133832;US;M;;
2023;SE;FT;Data Scientist;170000;US;M;;
2023;SE;FT;Data Scientist;90000;US;M;;
2023;SE;FT;Data Analyst;192500;US;M;;
2023;SE;FT;Data Analyst;140000;US;M;;
2023;SE;FT;Data Scientist;149076;US;M;;
2023;SE;FT;Data Scientist;82365;US;M;;
2023;SE;FT;Data Scientist;175000;US;M;;
2023;SE;FT;Data Scientist;148750;US;M;;
2023;SE;FT;Research Scientist;370000;US;M;;
2023;SE;FT;Research Scientist;200000;US;M;;
2023;SE;FT;Data Scientist;235000;US;M;;
2023;SE;FT;Data Scientist;185000;US;M;;
2023;SE;FT;Data Scientist;216100;US;M;;
2023;SE;FT;Data Scientist;140800;US;M;;
2023;SE;FT;Computer Vision Software Engineer;53654;CA;L;;
2023;SE;FT;Data Engineer;128000;US;M;;
2023;SE;FT;Data Engineer;81500;US;M;;
2023;SE;FT;Research Scientist;248100;CA;M;;
2023;SE;FT;Research Scientist;145900;CA;M;;
2023;SE;FT;Research Engineer;155850;US;M;;
2023;SE;FT;Research Engineer;102544;US;M;;
2023;SE;FT;Director of Data Science;125686;CA;M;;
2023;SE;FT;Azure Data Engineer;100000;NL;L;;
2023;SE;FT;Data Scientist;250000;US;M;;
2023;SE;FT;Data Scientist;162500;US;M;;
2023;SE;FT;Data Scientist;185000;GB;M;;
2023;SE;FT;Data Scientist;120250;GB;M;;
2023;SE;FT;BI Developer;135000;US;M;;
2023;SE;FT;BI Developer;100000;US;M;;
2023;SE;FT;Machine Learning Engineer;204500;US;M;;
2023;SE;FT;Machine Learning Engineer;142200;US;M;;
2023;SE;FT;Data Engineer;226700;US;M;;
2023;SE;FT;Data Engineer;133300;US;M;;
2023;SE;FT;Data Scientist;225000;US;M;;
2023;SE;FT;Data Scientist;156400;US;M;;
2023;SE;FT;Data Engineer;163800;US;M;;
2023;SE;FT;Data Engineer;126000;US;M;;
2023;SE;FT;Machine Learning Engineer;163800;US;M;;
2023;SE;FT;Machine Learning Engineer;126000;US;M;;
2023;SE;FT;ML Engineer;220000;US;M;;
2023;SE;FT;ML Engineer;150000;US;M;;
2023;SE;FT;Data Engineer;145000;US;M;;
2023;SE;FT;Data Engineer;115000;US;M;;
2023;SE;FT;Data Analytics Manager;204500;US;M;;
2023;SE;FT;Data Analytics Manager;138900;US;M;;
2023;SE;FT;Data Engineer;150000;US;M;;
2023;SE;FT;Data Engineer;107000;US;M;;
2023;SE;FT;Data Engineer;226700;US;M;;
2023;SE;FT;Data Engineer;133300;US;M;;
2023;SE;FT;Data Engineer;252000;US;M;;
2023;SE;FT;Data Engineer;129000;US;M;;
2023;SE;FT;Machine Learning Engineer;150000;US;M;;
2023;SE;FT;Machine Learning Engineer;125000;US;M;;
2023;SE;FT;Data Engineer;252000;US;M;;
2023;SE;FT;Data Engineer;129000;US;M;;
2023;SE;FT;Data Scientist;225000;US;M;;
2023;SE;FT;Data Scientist;156400;US;M;;
2023;SE;FT;Data Engineer;265000;US;M;;
2023;SE;FT;Data Engineer;182750;US;M;;
2023;SE;FT;Data Analyst;153600;US;M;;
2023;SE;FT;Data Analyst;106800;US;M;;
2023;SE;FT;Data Engineer;137500;US;M;;
2023;SE;FT;Data Engineer;81500;US;M;;
2023;SE;FT;Applied Scientist;205000;US;M;;
2023;SE;FT;Applied Scientist;180000;US;M;;
2023;SE;FT;Data Scientist;165000;US;M;;
2023;SE;FT;Data Scientist;144000;US;M;;
2023;SE;FT;Data Manager;199000;US;M;;
2023;SE;FT;Data Manager;112000;US;M;;
2023;SE;FT;Data Scientist;105000;US;M;;
2023;SE;FT;Data Scientist;70000;US;M;;
2023;SE;FT;Data Analyst;180180;US;M;;
2023;SE;FT;Data Analyst;106020;US;M;;
2023;SE;FT;Data Scientist;183000;US;M;;
2023;SE;FT;Data Scientist;134000;US;M;;
2023;SE;FT;Machine Learning Engineer;220000;US;M;;
2023;SE;FT;Machine Learning Engineer;150000;US;M;;
2023;SE;FT;Applied Scientist;350000;US;L;;
2023;SE;FT;Applied Scientist;262500;US;L;;
2023;SE;FT;Data Analyst;122000;US;M;;
2023;SE;FT;Data Analyst;94000;US;M;;
2023;SE;FT;Machine Learning Engineer;276000;US;M;;
2023;SE;FT;Machine Learning Engineer;184000;US;M;;
2023;SE;FT;Data Scientist;225000;US;M;;
2023;SE;FT;Data Scientist;156400;US;M;;
2023;SE;FT;Data Scientist;228000;US;M;;
2023;SE;FT;Data Scientist;152000;US;M;;
2023;SE;FT;Data Scientist;209450;US;M;;
2023;SE;FT;Data Scientist;158677;US;M;;
2023;SE;FT;Data Analyst;175000;US;M;;
2023;SE;FT;Data Analyst;145000;US;M;;
2023;SE;FT;Data Engineer;240000;US;M;;
2023;SE;FT;Data Engineer;170000;US;M;;
2023;SE;FT;Data Scientist;63312;EE;L;;
2023;SE;FT;Data Scientist;237000;US;M;;
2023;SE;FT;Data Scientist;145000;US;M;;
2023;SE;FT;Data Scientist;240000;US;M;;
2023;SE;FT;Data Scientist;139000;US;M;;
2023;SE;FT;Data Architect;174500;US;M;;
2023;SE;FT;Data Architect;113000;US;M;;
2023;SE;FT;Data Analyst;130000;US;M;;
2023;SE;FT;Data Analyst;87000;US;M;;
2023;SE;FT;Data Analyst;160000;US;M;;
2023;SE;FT;Data Analyst;108000;US;M;;
2023;SE;FT;Data Engineer;165000;US;M;;
2023;SE;FT;Data Engineer;107250;US;M;;
2023;SE;FT;Data Engineer;300000;US;M;;
2023;SE;FT;Data Engineer;119000;US;M;;
2023;SE;FT;Data Scientist;285800;US;M;;
2023;SE;FT;Data Scientist;154600;US;M;;
2023;SE;FT;Data Manager;168400;US;M;;
2023;SE;FT;Data Manager;105200;US;M;;
2023;SE;FT;Analytics Engineer;200000;US;M;;
2023;SE;FT;Analytics Engineer;175000;US;M;;
2023;SE;FT;Analytics Engineer;231250;US;M;;
2023;SE;FT;Analytics Engineer;138750;US;M;;
2023;SE;FT;Data Engineer;153000;CA;M;;
2023;SE;FT;Data Engineer;94000;CA;M;;
2023;SE;FT;Data Engineer;240500;US;L;;
2023;SE;FT;Data Engineer;123700;US;L;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Engineer;90000;US;M;;
2023;SE;FT;Data Scientist;275300;US;M;;
2023;SE;FT;Data Scientist;183500;US;M;;
2023;SE;FT;Data Scientist;275300;US;M;;
2023;SE;FT;Data Scientist;183500;US;M;;
2023;SE;FT;Data Analyst;160000;US;M;;
2023;SE;FT;Data Analyst;125600;US;M;;
2023;SE;FT;Data Engineer;170000;US;M;;
2023;SE;FT;Data Engineer;120000;US;M;;
2023;SE;FT;Data Engineer;225000;US;M;;
2023;SE;FT;Data Engineer;140000;US;M;;
2023;SE;FT;Data Analyst;141290;US;M;;
2023;SE;FT;Data Analyst;74178;US;M;;
2023;SE;FT;Data Scientist;150000;US;M;;
2023;SE;FT;Data Scientist;120000;US;M;;
2023;SE;FT;Data Engineer;85000;US;M;;
2023;SE;FT;Data Engineer;75000;US;M;;
2023;SE;FT;Data Engineer;220000;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Engineer;205600;US;M;;
2023;SE;FT;Data Engineer;107500;US;M;;
2023;SE;FT;Data Engineer;185900;US;M;;
2023;SE;FT;Data Engineer;129300;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Engineer;130000;US;M;;
2023;SE;FT;Data Scientist;136000;US;M;;
2023;SE;FT;Data Scientist;104000;US;M;;
2023;SE;FT;Data Scientist;110000;US;M;;
2023;SE;FT;Data Scientist;84000;US;M;;
2023;SE;FT;BI Analyst;125000;US;M;;
2023;SE;FT;BI Analyst;110000;US;M;;
2023;SE;FT;ML Engineer;200000;US;M;;
2023;SE;FT;ML Engineer;135000;US;M;;
2023;SE;FT;Data Engineer;130000;US;M;;
2023;SE;FT;Data Engineer;75000;US;M;;
2023;SE;FT;Data Engineer;252000;US;M;;
2023;SE;FT;Data Engineer;129000;US;M;;
2023;SE;FT;Data Engineer;226700;US;M;;
2023;SE;FT;Data Engineer;133300;US;M;;
2023;SE;FT;Data Scientist;190000;US;M;;
2023;SE;FT;Data Scientist;165000;US;M;;
2023;SE;FT;Data Engineer;170000;US;M;;
2023;SE;FT;Data Engineer;150000;US;M;;
2023;SE;FT;Data Scientist;225000;US;M;;
2023;SE;FT;Data Scientist;156400;US;M;;
2023;SE;FT;Computer Vision Engineer;200000;US;S;;
2023;SE;FT;Data Scientist;257000;US;M;;
2023;SE;FT;Data Scientist;134000;US;M;;
2023;SE;FT;Data Scientist;77262;LV;M;;
2023;SE;FT;Data Scientist;38631;LV;M;;
2023;SE;FT;Data Engineer;205600;US;L;;
2023;SE;FT;Data Engineer;105700;US;L;;
2023;SE;FT;BI Developer;140000;US;M;;
2023;SE;FT;BI Developer;110000;US;M;;
2023;SE;FT;Data Science Manager;299500;US;M;;
2023;SE;FT;Data Science Manager;245100;US;M;;
2023;SE;FT;Research Scientist;210000;US;M;;
2023;SE;FT;Research Scientist;151800;US;M;;
2023;SE;FT;Data Analyst;51508;ES;M;;
2023;SE;FT;Data Analyst;40777;ES;M;;
2023;SE;FT;Data Analyst;51508;ES;M;;
2023;SE;FT;Data Analyst;40777;ES;M;;
2023;SE;FT;Data Engineer;250000;US;M;;
2023;SE;FT;Data Engineer;63000;US;M;;
2023;SE;FT;Data Scientist;237000;US;M;;
2023;SE;FT;Data Scientist;145000;US;M;;
2023;SE;FT;Data Scientist;130000;US;M;;
2023;SE;FT;Data Scientist;90000;US;M;;
2023;SE;FT;Data Architect;174500;US;M;;
2023;SE;FT;Data Architect;113000;US;M;;
2023;SE;FT;Data Analyst;145000;US;M;;
2023;SE;FT;Data Analyst;102500;US;M;;
2023;SE;FT;Data Scientist;210000;US;M;;
2023;SE;FT;Data Scientist;185000;US;M;;
2023;SE;FT;Data Architect;174500;US;M;;
2023;SE;FT;Data Architect;113000;US;M;;
2023;SE;FT;Data Science Consultant;122000;US;M;;
2023;SE;FT;Data Science Consultant;94000;US;M;;
2023;SE;FT;Data Scientist;220000;US;M;;
2023;SE;FT;Data Scientist;146000;US;M;;
2023;SE;FT;Data Engineer;300000;US;M;;
2023;SE;FT;Data Engineer;130000;US;M;;
2023;SE;FT;Data Science Consultant;145000;US;M;;
2023;SE;FT;Data Science Consultant;128000;US;M;;
2023;SE;FT;Data Scientist;182000;US;M;;
2023;SE;FT;Data Scientist;140000;US;M;;
2023;SE;FT;Data Engineer;122000;US;M;;
2023;SE;FT;Data Engineer;94000;US;M;;
2023;SE;FT;Machine Learning Engineer;77262;LV;M;;
2023;SE;FT;Machine Learning Engineer;38631;LV;M;;
2023;SE;FT;Data Engineer;252000;US;M;;
2023;SE;FT;Data Engineer;129000;US;M;;
2023;SE;FT;Data Scientist;136000;US;M;;
2023;SE;FT;Data Scientist;104000;US;M;;
2023;SE;FT;Data Scientist;168000;US;M;;
2023;SE;FT;Data Scientist;130000;US;M;;
2023;SE;FT;Data Scientist;153400;US;M;;
2023;SE;FT;Data Scientist;122700;US;M;;
2023;SE;FT;Data Scientist;185000;US;M;;
2023;SE;FT;Data Scientist;160000;US;M;;
2023;SE;FT;Data Scientist;205000;US;M;;
2023;SE;FT;Data Scientist;185000;US;M;;
2023;SE;FT;Machine Learning Engineer;204500;US;M;;
2023;SE;FT;Machine Learning Engineer;142200;US;M;;
2023;SE;FT;ML Engineer;234100;US;M;;
2023;SE;FT;ML Engineer;203500;US;M;;
2023;SE;FT;Data Scientist;223800;US;M;;
2023;SE;FT;Data Scientist;172100;US;M;;
2023;SE;FT;Data Scientist;180000;US;M;;
2023;SE;FT;Data Scientist;150000;US;M;;
2023;SE;FT;Data Engineer;232200;US;M;;
2023;SE;FT;Data Engineer;167200;US;M;;
2023;SE;FT;BI Developer;197000;US;M;;
2023;SE;FT;BI Developer;106000;US;M;;
2023;SE;FT;Research Scientist;180000;US;M;;
2023;SE;FT;Research Scientist;145000;US;M;;
2023;SE;FT;Data Lead;225000;US;M;;
2023;SE;FT;Data Lead;200000;US;M;;
2023;SE;FT;Data Engineer;170000;US;M;;
2023;SE;FT;Data Engineer;114000;US;M;;
2023;SE;FT;Data Engineer;291500;US;M;;
2023;SE;FT;Data Engineer;180000;US;M;;
2023;SE;FT;Data Scientist;168400;US;M;;
2023;SE;FT;Data Scientist;105200;US;M;;
2023;SE;FT;Analytics Engineer;207000;US;M;;
2023;SE;FT;Analytics Engineer;167000;US;M;;
2023;SE;FT;Machine Learning Engineer;145000;US;M;;
2023;SE;FT;Machine Learning Engineer;135000;US;M;;
2023;SE;FT;Data Architect;180000;US;M;;
2023;SE;FT;Data Architect;115000;US;M;;
2023;SE;FT;Data Engineer;133800;US;M;;
2023;SE;FT;Data Engineer;96100;US;M;;
2023;SE;FT;Data Science Engineer;140000;US;M;;
2023;SE;FT;Data Science Engineer;100000;US;M;;
2023;SE;FT;Research Scientist;150000;US;M;;
2023;SE;FT;Research Scientist;120000;US;M;;
2023;SE;FT;Cloud Database Engineer;140000;US;M;;
2023;SE;FT;Cloud Database Engineer;115000;US;M;;
2023;SE;FT;Data Science Manager;297300;US;M;;
2023;SE;FT;Data Science Manager;198200;US;M;;
2023;SE;FT;Data Scientist;297300;US;M;;
2023;SE;FT;Data Scientist;198200;US;M;;
2023;SE;FT;Data Engineer;202000;US;M;;
2023;SE;FT;Data Engineer;135000;US;M;;
2023;SE;FT;Data Scientist;110000;US;M;;
2023;SE;FT;Data Scientist;84000;US;M;;
2023;SE;FT;Applied Scientist;230000;US;M;;
2023;SE;FT;BI Developer;140000;US;M;;
2023;SE;FT;BI Developer;110000;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Engineer;110000;US;M;;
2023;SE;FT;Data Scientist;185900;US;M;;
2023;SE;FT;Data Scientist;129300;US;M;;
2023;SE;FT;Applied Scientist;126100;US;L;;
2023;SE;FT;Applied Scientist;72000;US;L;;
2023;SE;FT;Data Engineer;170000;US;M;;
2023;SE;FT;Data Engineer;150000;US;M;;
2023;SE;FT;Data Analyst;240500;US;M;;
2023;SE;FT;Data Analyst;137500;US;M;;
2023;SE;FT;Research Scientist;210000;US;M;;
2023;SE;FT;Research Scientist;165750;US;M;;
2023;SE;FT;Machine Learning Scientist;225000;US;M;;
2023;SE;FT;Machine Learning Scientist;165750;US;M;;
2023;SE;FT;Data Scientist;135000;US;M;;
2023;SE;FT;Data Scientist;115000;US;M;;
2023;SE;FT;NLP Engineer;275000;US;M;;
2023;SE;FT;NLP Engineer;175000;US;M;;
2023;SE;FT;Data Scientist;170000;US;M;;
2023;SE;FT;Data Scientist;140000;US;M;;
2023;SE;FT;Data Engineer;175308;US;M;;
2023;SE;FT;Data Engineer;100706;US;M;;
2023;SE;FT;NLP Engineer;235000;US;M;;
2023;SE;FT;NLP Engineer;135000;US;M;;
2023;SE;FT;Data Engineer;310000;US;M;;
2023;SE;FT;Data Engineer;229000;US;M;;
2023;SE;FT;ML Engineer;289076;US;M;;
2023;SE;FT;ML Engineer;202353;US;M;;
2023;SE;FT;Data Engineer;69751;PT;M;;
2023;SE;FT;Data Engineer;37558;PT;M;;
2023;SE;FT;Data Engineer;226700;US;M;;
2023;SE;FT;Data Engineer;133300;US;M;;
2023;SE;FT;Data Analyst;125000;US;M;;
2023;SE;FT;Data Analyst;85000;US;M;;
2023;SE;FT;Data Analyst;130000;US;M;;
2023;SE;FT;Data Analyst;80000;US;M;;
2023;SE;FT;Data Engineer;231250;US;M;;
2023;SE;FT;Data Engineer;138750;US;M;;
2023;SE;FT;Data Engineer;199000;US;M;;
2023;SE;FT;Data Engineer;162000;US;M;;
2023;SE;FT;Research Scientist;200000;US;M;;
2023;SE;FT;Research Scientist;150000;US;M;;
2023;SE;FT;Research Scientist;250000;US;M;;
2023;SE;FT;Research Scientist;200000;US;M;;
2023;SE;FT;Research Engineer;150000;US;M;;
2023;SE;FT;Research Engineer;100000;US;M;;
2023;SE;FT;Data Scientist;272550;US;M;;
2023;SE;FT;Data Scientist;198200;US;M;;
2023;SE;FT;Data Scientist;182000;US;M;;
2023;SE;FT;Data Scientist;140000;US;M;;
2023;SE;FT;Data Engineer;200000;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Machine Learning Engineer;204500;US;M;;
2023;SE;FT;Machine Learning Engineer;142200;US;M;;
2023;SE;FT;Data Engineer;187500;US;M;;
2023;SE;FT;Data Engineer;175000;US;M;;
2023;SE;FT;Machine Learning Engineer;204500;US;M;;
2023;SE;FT;Machine Learning Engineer;142200;US;M;;
2023;SE;FT;Data Analyst;155000;US;M;;
2023;SE;FT;Data Analyst;64000;US;M;;
2023;SE;FT;Computer Vision Engineer;235000;US;M;;
2023;SE;FT;Computer Vision Engineer;185000;US;M;;
2023;SE;FT;Data Architect;174500;US;M;;
2023;SE;FT;Data Architect;113000;US;M;;
2023;SE;FT;Data Scientist;143100;CA;M;;
2023;SE;FT;Data Scientist;113000;CA;M;;
2023;SE;FT;Applied Scientist;184000;US;M;;
2023;SE;FT;Applied Scientist;142000;US;M;;
2023;SE;FT;Data Scientist;140000;US;M;;
2023;SE;FT;Data Scientist;120000;US;M;;
2023;SE;FT;Data Architect;174500;US;M;;
2023;SE;FT;Data Architect;113000;US;M;;
2023;SE;FT;Data Scientist;180560;US;M;;
2023;SE;FT;Data Scientist;115440;US;M;;
2023;SE;FT;Data Scientist;140000;US;M;;
2023;SE;FT;Data Scientist;120000;US;M;;
2023;SE;FT;Research Scientist;248100;US;M;;
2023;SE;FT;Research Scientist;145900;US;M;;
2023;SE;FT;Data Scientist;120000;CA;M;;
2023;SE;FT;Data Scientist;110000;CA;M;;
2023;SE;FT;Data Engineer;291500;US;M;;
2023;SE;FT;Data Engineer;180000;US;M;;
2023;SE;FT;Data Engineer;161800;US;M;;
2023;SE;FT;Data Engineer;141600;US;M;;
2023;SE;FT;Data Engineer;166000;US;M;;
2023;SE;FT;Data Engineer;128000;US;M;;
2023;SE;FT;Data Architect;170000;US;M;;
2023;SE;FT;Data Architect;110000;US;M;;
2023;SE;FT;Data Engineer;160000;US;M;;
2023;SE;FT;Data Engineer;75000;US;M;;
2023;SE;FT;Data Engineer;236000;US;M;;
2023;SE;FT;Data Engineer;182000;US;M;;
2023;SE;FT;Machine Learning Engineer;261500;US;L;;
2023;SE;FT;Machine Learning Engineer;134500;US;L;;
2022;EN;FT;AI Developer;300000;IN;L;;
2022;EN;FT;Machine Learning Engineer;56536;CH;S;;
2022;EN;FT;Data Engineer;59888;NL;L;;
2022;EN;PT;Data Analyst;34320;US;S;;
2022;EN;FT;Data Scientist;168000;US;M;;
2022;EN;FT;Data Scientist;85000;US;M;;
2022;EN;FT;Data Scientist;180000;US;M;;
2022;EN;FT;Business Data Analyst;48000;US;L;;
2022;EN;FT;AI Developer;6304;MK;S;;
2022;EN;PT;Data Analyst;25216;US;L;;
2022;EN;FT;Data Scientist;100000;US;M;;
2022;EN;FT;Data Scientist;130000;US;M;;
2022;EN;FT;Applied Data Scientist;40000;PK;M;;
2022;EN;FT;AI Programmer;40000;AU;M;;
2022;EN;FT;Machine Learning Developer;40000;AU;M;;
2022;EN;FT;Data Engineer;160000;US;M;;
2022;EN;FT;Data Engineer;135000;US;M;;
2022;EN;FT;Data Science Consultant;24165;IT;M;;
2022;EN;FT;Data Engineer;85000;US;M;;
2022;EN;FT;Data Engineer;65000;US;M;;
2022;EN;FT;Product Data Analyst;100000;US;M;;
2022;EN;FT;Machine Learning Software Engineer;10000;MA;S;;
2022;EN;FT;Data Analyst;55000;US;M;;
2022;EN;FT;Data Analyst;48000;US;M;;
2022;EN;FT;Data Engineer;160000;US;M;;
2022;EN;FT;Data Engineer;135000;US;M;;
2022;EN;FT;BI Data Analyst;60938;DE;L;;
2022;EN;FT;Data Analyst;50000;US;L;;
2022;EN;FT;Data Scientist;124234;US;M;;
2022;EN;FT;Data Scientist;74540;US;M;;
2022;EN;FT;AI Scientist;200000;CA;L;;
2022;EN;FT;Machine Learning Engineer;12000;AR;L;;
2022;EN;FT;Data Analyst;50000;US;L;;
2022;EN;FT;Data Engineer;160000;US;M;;
2022;EN;FT;Data Engineer;135000;US;M;;
2022;EN;FT;Data Analytics Engineer;13000;AR;S;;
2022;EN;FL;Data Analytics Consultant;50000;US;S;;
2022;EN;FT;Machine Learning Engineer;189750;US;M;;
2022;EN;FT;Machine Learning Engineer;140250;US;M;;
2022;EN;FT;Data Engineer;160000;US;M;;
2022;EN;FT;Data Engineer;135000;US;M;;
2022;EN;FT;Machine Learning Research Engineer;66192;DE;L;;
2022;EN;FT;3D Computer Vision Researcher;50000;CR;S;;
2022;EN;FT;Data Science Consultant;27317;ES;L;;
2022;EN;FL;Machine Learning Engineer;100000;IR;M;;
2022;EN;FT;Data Engineer;160000;US;M;;
2022;EN;FT;Data Engineer;135000;US;M;;
2022;EN;FT;Data Scientist;80000;US;M;;
2022;EN;FT;Data Engineer;160000;US;M;;
2022;EN;FT;Data Engineer;135000;US;M;;
2022;EN;FT;Data Scientist;17684;HU;M;;
2022;EN;PT;BI Analyst;12000;US;L;;
2022;EN;FT;Machine Learning Developer;33000;DE;S;;
2022;EN;FT;Machine Learning Scientist;34672;DE;S;;
2022;EN;FT;Data Manager;77300;US;M;;
2022;EN;FT;Data Manager;45600;US;M;;
2022;EN;FT;Data Engineer;61566;GB;M;;
2022;EN;FT;Data Engineer;49253;GB;M;;
2022;EN;FT;Data Analyst;64000;US;L;;
2022;EN;FT;Data Scientist;39925;FR;L;;
2022;EN;FT;BI Analyst;76000;US;L;;
2022;EN;PT;Data Analyst;125404;US;S;;
2022;EN;FT;Data Scientist;180000;US;M;;
2022;EN;FT;Data Scientist;100000;US;M;;
2022;EN;FT;Data Scientist;80000;US;L;;
2022;EN;FT;Data Scientist;73742;CA;L;;
2022;EN;FT;Data Scientist;33246;GB;L;;
2022;EN;FT;Machine Learning Engineer;108000;US;S;;
2022;EN;FT;BI Data Analyst;57000;US;L;;
2022;EN;FT;Data Analyst;20000;US;M;;
2022;EN;FT;AI Scientist;50000;US;M;;
2022;EN;FT;Data Specialist;105000;US;L;;
2022;EN;FT;Data Scientist;22892;IN;M;;
2022;EN;FT;AI Scientist;31520;ES;M;;
2022;EN;FT;BI Data Analyst;8050;IN;M;;
2022;EN;FT;Business Data Analyst;50000;AS;L;;
2022;EN;FT;Data Scientist;93000;US;M;;
2022;EN;FT;Data Scientist;73000;US;M;;
2022;EN;FT;Data Analyst;7799;BR;L;;
2022;EN;FT;Data Scientist;50000;DE;M;;
2022;EN;FT;Data Analyst;6359;IN;L;;
2022;EN;FT;Data Scientist;31520;ES;M;;
2022;EN;FT;Data Analyst;46000;US;L;;
2022;EN;FT;Data Engineer;80000;US;L;;
2022;EN;FT;Data Scientist;82000;US;L;;
2022;EN;PT;Data Scientist;110000;FR;M;;
2022;EN;FT;BI Data Analyst;6270;BR;L;;
2022;EN;FT;Machine Learning Engineer;55410;GB;S;;
2022;EN;FT;Data Analyst;50000;AR;L;;
2022;EN;FT;Data Scientist;84053;BE;L;;
2022;EN;FT;Machine Learning Engineer;115000;US;L;;
2022;EN;FT;Data Analyst;150000;US;L;;
2022;EN;FT;Applied Data Scientist;50000;AT;M;;
